"proba";"proba2";"proba3";"proba4"
18,9831937995031;42,6743309125667;6,341356990369;54,2795866696452
23,0325136231151;41,4794758561153;-2,43676114737831;24,8026158740079
30,6258194498703;16,8020189907206;1,8561729003112;-1,21814527469272
30,9530327772935;33,4388012805051;7,56404928195294;52,4917316596898
27,3595252982496;32,3888409391438;43,6773093490357;26,6925345669594
25,795914465583;29,9239091120941;5,30442025629279;-5,26641509607134
10,777511125519;34,2472381695595;60,3023791069794;12,568715046808
36,7633377951784;23,3514399023418;44,7699055426723;24,0117880303448
13,7382679954279;23,1575316768965;46,8810752212292;60,6247624532269
28,5142888144162;28,9403922316041;62,3391293111309;50,4340306594581
18,2997617166927;17,3517245326236;-4,4895827794226;49,6853201638453
35,0511225133389;20,9455634209893;58,8271403504687;43,8766520222737
17,9813687503191;5,60368914383172;-13,3489868305803;37,5084395374884
19,7677646117548;36,1072217563602;20,8819554343719;19,6183603389623
23,7263138970536;-11,170183914185;15,6720791165651;15,913316450974
15,7757371715618;21,5300975130898;2,32181628492236;20,2146312710946
6,96286611374056;15,0158984954942;47,8044788134687;37,2870701156185
17,5294501102802;7,28848034714583;15,2200313343955;39,7669573813931
25,7919219516134;17,0930680753513;31,2041188713304;54,4177342801886
17,444586037007;39,4321366002013;23,7086949530715;3,75702683367237
40,0473941321205;27,4277279308256;53,9717911602261;42,7103349384107
14,9892311438578;21,5297183950658;12,8023506008923;26,4968204777232
1,90612773274524;10,6867522966355;29,8749722166456;54,2431315019299
27,8651487667864;34,2980271306924;35,8283028357742;50,0340650496712
23,911885344557;30,2750096356277;12,4630513386527;55,6639233339511
22,5197991770252;27,1394018445547;42,3686160029087;7,68487294862719
25,3316498715689;34,4262692257513;17,6106441942036;32,0779326966589
38,9669921154286;25,1406881506361;-1,17152759119912;63,39154175354
1,05784962480435;22,1955876294674;13,3689502397339;40,9526065532993
5,48163879160281;7,53322654403074;33,0387684797466;19,8231654652288
22,0630580156508;39,7722191799868;16,0221787106459;-11,3284022167868
23,5492102701545;33,7987335211808;33,348670325105;1,27169554422689
14,8311208852613;24,4407337976984;17,8050429573283;-28,9270683893719
25,4165819234414;29,5204161490074;60,041292568815;31,5398512922705
22,6406678662923;45,2539256542268;26,7617005700141;39,4204134829778
27,5084668526284;6,52505902141282;0,0899304272040347;48,3316590294028
4,13969794799571;39,7299887644933;22,672566283156;50,1488306328204
23,967726816009;16,3759659613567;53,1044528230316;33,6684103502091
32,8936305761936;34,5584056645629;36,8136859277554;30,3165451977654
1,08239179769435;0,0497034026520353;-0,614669355342905;20,5181430889344
29,2581134588279;31,7249173056352;47,8561798680882;12,7751832926629
26,7366713109813;34,5851230624401;39,2502166411046;35,2472959338018
36,7733142999404;24,8422560127727;69,8384438619594;11,8242662510542
-3,62203574695788;24,1677717324816;19,0204626943793;60,7918845390714
19,3751556164815;23,8246404848571;28,1325956888728;7,06944074916658
20,0229130879748;36,3872197947736;-17,8875051122206;7,75098548920423
29,0674915058652;-2,74611282717451;43,6357624488354;25,1251322941116
19,0533812285498;29,7616633173426;26,8456278167059;36,081952362622
15,2454498372405;34,933808483703;31,3759997156691;3,28855002293604
2,38118967289883;7,49017964034566;20,4705191199601;22,1860489645296
32,481620306943;16,5187446613806;7,27055463177734;22,9520875820769
13,4579074768615;-0,445182282990707;22,0982525481054;7,28979238209604
36,979162413422;25,5693475314795;25,5796643806903;33,0124021978039
13,5068051111608;5,69249027202363;-4,85790143725737;15,0467273357268
12,8138066612074;31,658304874577;81,9943997647432;21,7205675924179
21,7276631130794;45,7690334189458;39,8035154283119;41,3790764827156
47,8768818831265;37,43608518898;36,7563598352615;5,76461137253239
47,5696106852;31,8397831106688;16,0413803215936;65,7200471994424
19,3403824060537;12,8180931427959;33,1718636276398;23,6544341363563
34,0042457513674;7,46252062457685;25,9152239357664;31,0696123756176
32,0803601651583;28,2634713384236;26,2155935881158;21,7867476275534
32,6387080709989;22,3100115691502;10,0538208241371;51,845372280685
25,6018936470241;22,0163076548872;46,9179746608916;29,8056798415817
11,4564506713973;26,5056594438766;13,3470662487158;19,2290356327957
35,7831349919227;8,71914707015119;7,87339256550558;25,8558424092589
20,3753634374308;10,0866670017725;35,9025918378134;25,4880134578777
37,7293743562639;26,59931614738;22,7650189444198;13,3531875313294
10,9588777488197;24,2009606226427;26,4743270640022;26,565176957827
32,9604748880996;14,6851399389678;18,7367297270212;35,4754402215799
14,6697870602848;28,0245758720986;20,7892007818292;57,9602253299509
43,8059722541896;31,0208433676539;21,1504234784081;61,0437232925888
18,226859735936;17,8893409472659;31,006632714458;17,8039442693
28,4353578810972;37,584653153425;57,3126860915137;17,0518437089949
31,2838229080858;25,7448981487001;10,0817883339152;41,804500339386
28,2087924237136;13,470883104145;14,8668431627108;33,7742409938581
8,64423725748823;26,0356102195118;29,248790397021;20,9374455662863
23,5372829413559;41,9451842228033;34,9307320335629;-4,81145082689694
29,1969179877999;19,6199426501272;17,3096243929286;27,4733101048152
14,8032153197635;35,9386523092441;42,7306607319267;18,6270577896477
20,5082982467375;5,27661147928925;20,6391425870663;31,027180309068
34,4831683469481;25,4913498744925;36,1914457187483;58,2240885838089
35,8997967146755;-4,5282146572499;35,2745019802252;20,9913978201726
31,4356126259091;25,2391218171582;28,8844197228279;37,7654337088978
11,4542289562904;24,2118138403157;24,5251816176577;18,2536853469799
5,19527414245458;33,8924920289119;37,3915093989445;46,7964956505825
1,53010839648013;56,7405760269118;0,0768881935206629;15,1962837277364
32,6548141946946;28,9252734260114;3,88710666825983;32,0680947906934
23,3400550472019;36,1404501690794;19,2151258293046;42,7035348394599
1,27938382683908;11,2621256181194;25,1815789416062;-35,8503504304751
29,4377052149103;27,9548444054823;-0,268482690306392;57,9757938021066
38,660140494519;21,7255152935796;70,337594669338;45,8825354443809
13,5661010124516;33,0415763511092;6,43883142141132;24,2021044912713
30,0155764652867;16,1717493418498;75,0371365765942;18,0422383531324
12,9697240275946;16,0693099794074;30,9357672947684;39,3201675677249
7,97185481549077;15,0241457493218;24,0346236678636;49,8495210018856
21,6889496931593;8,39231120033347;5,74011315295177;7,05815504687947
28,774245155942;47,0347317180832;37,114435693335;5,02698222749911
